arc	source	where	terms	status	hits_per_head	top_paths	quote
B142_klein4_and_magic_cartography	main	frontier/B142_klein4_and_magic_cartography/FINDINGS.md:20	eigenvalue conjecture strata fixed	LEAD	"{""audit/b775-braver-questions"":25,""claude/new-session-qor5up"":27,""claude/outside-bench"":32,""claude/physics-seat-evaluation-8dkbrl"":31,""codex/seat-r001"":29,""main"":31,""paper/structure-genesis-first"":25}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/progress/PROGRESS_2026-Q2.md	The full SL(3) φ-fixed locus (all eigenvalue strata) stays CONJECTURE
B142_klein4_and_magic_cartography	main	frontier/B142_klein4_and_magic_cartography/probe.py:187	tool-gated mb10 s033 separate	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | docs/progress/PROGRESS_2026-Q2.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md	Solving it fully is a separate tool-gated thread (MB10/S033)
B143_interaction_feasibility	main	frontier/B143_interaction_feasibility/FINDINGS.md:27	reproducible irreducible source method	LEAD	"{""audit/b775-braver-questions"":26,""claude/new-session-qor5up"":24,""claude/outside-bench"":29,""claude/physics-seat-evaluation-8dkbrl"":27,""codex/seat-r001"":28,""main"":27,""paper/structure-genesis-first"":25}"	CHANGELOG.md | PROGRESS_LOG.md | README.md | REPRODUCIBILITY.md | ROADMAP.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	the '588 irreducible reps' count is not reproducible without the source method
B143_interaction_feasibility	main	frontier/B143_interaction_feasibility/FINDINGS.md:24	installed regina	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""claude/physics-seat-evaluation-8dkbrl"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/STRATEGIC_SYNTHESIS.md | docs/progress/PROGRESS_2026-Q2.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md	Regina is not installed.
B143_interaction_feasibility	main	frontier/B143_interaction_feasibility/FINDINGS.md:25	two-seed interaction realization question	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":8,""claude/outside-bench"":9,""claude/physics-seat-evaluation-8dkbrl"":9,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":7}"	PROGRESS_LOG.md | docs/OPEN_LEADS.md | docs/progress/PROGRESS_2026-Q2.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json	whether the two-seed interaction *has* such a realization is itself a construction question (open)
B144_interaction_chirality	main	frontier/B144_interaction_chirality/FINDINGS.md:38	in-session-tractable closed-composite certification identifying	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		identifying the two boundary tori by a specified `φ` is not a single Regina call... explicit closed-composite certification is not in-session-tractable
B145_forced_chirality	main	frontier/B145_forced_chirality/FINDINGS.md:43	amphichirality conceivable canonicity principle	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":3,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B738_pathfinder_compiler/kill_graph.json | documents/PROGRAM_QUESTION_ANSWER_MAP.md | documents/program-question-map/inventory/backbone.json	not a theorem that *every* conceivable canonicity principle forces amphichirality
B146_b145_calibration	main	frontier/B146_b145_calibration/probe.py:28-30	strengthened-empirical o-p-t classification amphichiral	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		harden 'arithmetic => amphichiral for o-p-t bundles' from empirical ... toward a theorem via the finiteness/classification ... Attempt below; honest fallback = strengthened-empirical + conditional theorem.
B148_kappa_fricke_metallic	main	frontier/B148_kappa_fricke_metallic/FINDINGS.md:19	primary-source no-go confirmation dimensional	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":7,""claude/physics-seat-evaluation-8dkbrl"":7,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":6}"	CHANGELOG.md | PROGRESS_LOG.md | docs/SEAL_LEDGER.md | docs/STRATEGIC_SYNTHESIS.md | docs/progress/REVIEWS.md	The dimensional argument is strong but is formally *an absence*, not a cited no-go theorem; its decisive primary-source confirmation is the OPEN reading task §4.B.
B148_kappa_fricke_metallic	main	frontier/B148_kappa_fricke_metallic/FINDINGS.md:76	mathematics positive firewall cross	LEAD	"{""audit/b775-braver-questions"":85,""claude/new-session-qor5up"":88,""claude/outside-bench"":102,""claude/physics-seat-evaluation-8dkbrl"":98,""codex/seat-r001"":95,""main"":98,""paper/structure-genesis-first"":82}"	CHANGELOG.md | CLAIMS.md | GOVERNANCE.md | PROGRESS_LOG.md | README.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	even a positive result is mathematics ... It does not cross the firewall
B149_sl4_ideal_completeness	main	frontier/B149_sl4_ideal_completeness/FINDINGS.md:4	numerically-coaxed artifact handoff premise	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	docs/progress/PROGRESS_2026-Q2.md | papers/VALIDATION_LEDGER.md	the H1 handoff's 'numerically-coaxed artifact' premise does not apply
B153_degree_rank_degeneration	main	frontier/B153_degree_rank_degeneration/FINDINGS.md line 47	slice-piece numerical earlier tangent	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	papers/VALIDATION_LEDGER.md	the earlier 'numerical' slice-piece tangent 14 was wrong (exact value 10)
B153_degree_rank_degeneration	main	frontier/B153_degree_rank_degeneration/FINDINGS.md line 74	non-ss irreducibles simply missed	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":3}"	docs/progress/PROGRESS_2026-Q2.md | papers/VALIDATION_LEDGER.md | CHANGELOG.md	The old '0/120, no irreducibles' was simply wrong (it missed the non-ss irreducibles).
B156_omega_strict_full_cone	main	frontier/B156_omega_strict_full_cone/FINDINGS.md lines 104-107 (Scope section: 'the stronger reading ... is false as a mechanism')	strict-full trace-map noncommutative faithfully	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	CHANGELOG.md | docs/UNIFIED_STATE.md	the two strict-full shears A=S03 and C=S23 commute ... so the map R->A, L->C cannot faithfully represent the noncommutative trace-map monodromy
B156_omega_strict_full_cone	main	frontier/B156_omega_strict_full_cone/FINDINGS.md line 155 (firewall claim-boundary table)	all-depth endpoint observed entropy	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Full Ω endpoint entropy | OPEN | Finite growth observed, no all-depth proof.
B156_omega_strict_full_cone	main	frontier/B156_omega_strict_full_cone/FINDINGS.md line 157	semigroup relation refuted appears	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/progress/PROGRESS_2026-Q2.md | frontier/B570_allowed_plays/THE_SELECTION_RULES.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md	U/V free semigroup | REFUTED | Relation appears at depth 7.
B157_metallic_exponent	main	FINDINGS.md line ~39	inadmissible irreducible bundle random	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":9,""claude/outside-bench"":9,""claude/physics-seat-evaluation-8dkbrl"":9,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":10}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md	o=5,6 admit no irreducible SL(3) bundle reps (random Newton, 300–400 seeds) — inadmissible at SL(3)
B157_metallic_exponent	main	FINDINGS.md CORRECTION 2026-06-23, contradicting its own earlier NEEDS-SPECIALIST claim of unreachability	in-environment macaulay2 installed singular	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B198_metallic_exponent_CAS/FINDINGS.md	"""needs a real CAS (Singular/Macaulay2/Sage)"" ... Sage is installed in-environment"
B162_kappa_sweep	main	FINDINGS.md 'Honest scope' section	ground-truth gorodetski horseshoe hermitian	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	frontier/B163_kappa_sweep_resolved/FINDINGS.md | frontier/B186_hyperbolicity_certification/FINDINGS.md | frontier/B186_hyperbolicity_certification/trace_map_hyperbolicity.py | papers/VALIDATION_LEDGER.md	there is no ground-truth theorem off the real axis (the Damanik–Gorodetski horseshoe covers only the Hermitian kappa>2 regime)
B162_kappa_sweep	main	FINDINGS.md 'Honest scope' section	figure-eight hyperbolic spectrum geometry	GENERIC	"{""audit/b775-braver-questions"":103,""claude/new-session-qor5up"":93,""claude/outside-bench"":109,""claude/physics-seat-evaluation-8dkbrl"":106,""codex/seat-r001"":100,""main"":106,""paper/structure-genesis-first"":99}"	AUDIT_REPORT.md | CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | README.md	Whether the kappa=-2 complex spectrum encodes the figure-eight hyperbolic geometry is not tested and not claimed
B163_kappa_sweep_resolved	main	FINDINGS.md Result (3a) closing sentence	damanik-gorodetski ground-truth horseshoe hermitian	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B186_hyperbolicity_certification/trace_map_hyperbolicity.py | papers/VALIDATION_LEDGER.md	there is no ground-truth spectral theorem off the real axis (Damanik-Gorodetski's horseshoe covers only the Hermitian kappa>2 regime)
B163_kappa_sweep_resolved	main	FINDINGS.md 'Verify-don't-trust record (two diagnostics that FAILED)'	eps-component-count known-cantor disconnectedness fraction	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B165_kappa_cantor_offaxis/cantor_offaxis.py | papers/VALIDATION_LEDGER.md	eps-component-count at a fixed fraction of the diameter: the known-Cantor control was FLAT ([4,4,4]) -- the bands merge at that scale, so it does not track disconnectedness
B165_kappa_cantor_offaxis	main	FINDINGS.md 'The conditional theorem' paragraph	damanik-gorodetski hermitian-kappa non-normal off-axis	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	papers/VALIDATION_LEDGER.md	no off-axis ground truth, and the transfer matrices are non-normal (spectral abscissa != top eigenvalue), so the Hermitian-kappa>2 methods (Damanik-Gorodetski) do not carry
B165_kappa_cantor_offaxis	main	FINDINGS.md 'two diagnostics that FAILED'	eps-component-count known-cantor disconnectedness fraction	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	papers/VALIDATION_LEDGER.md	eps-component-count at a fixed fraction of the diameter: the known-Cantor control was FLAT ([4,4,4]) -- the bands merge at that scale, so it does not track disconnectedness
B166_sln_aperiodic	main	FINDINGS.md 'Verdict' paragraph	damanik-killip-lenz non-hermitian higher-rank cocycles	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		there is no ground truth for non-Hermitian higher-rank cocycles (unlike the SL(2) Sturmian case, Damanik-Killip-Lenz)
B167_conserved_no_scale_lemma	main	FINDINGS.md 'The door-map' table, row 3	hand-input spontaneous parameter breaking	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	docs/STRATEGIC_SYNTHESIS.md	"no such parameter is present"" (VEV/spontaneous breaking, door 3: 'blocked / hand-input -- no such parameter is present')"
B168_omega_accretion_generative	main	FINDINGS.md G3 paragraph	phi-related enumeration unresolved algebraic	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Whether the LIMITING rate is a SPECIAL algebraic number (metallic/phi-related) vs a generic decimal is UNRESOLVED on 6 points -- it needs the deeper L>=11 enumeration; flagged OPEN, not decided
B171_heterogeneous_quasicrystal	main	FINDINGS.md 'Scope / honesty' section	rank-3 combination refute phase	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":14,""claude/outside-bench"":21,""claude/physics-seat-evaluation-8dkbrl"":20,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":14}"	CHANGELOG.md | PROGRESS_LOG.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md	This is NOT ... establish[ing] a rank-3 combination gap (that is Phase 1) and does NOT refute one (the 0.611 gap is real)
B191_two_cusp_connector	main		dim-2-character-variety needs-specialist b191 hyperbolic	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""The true metallic 2-cusp 3-manifold connector -- a genuine dim-2-character-variety 2-cusp hyperbolic manifold with the right boundary coupling -- is NEEDS-SPECIALIST"" (frontier/B191_two_cusp_connector/FINDINGS.md:34-36)"
B193_sealing_field_scouts	main		needs-specialist non-metallic b193 deliberately	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":6,""claude/outside-bench"":5,""claude/physics-seat-evaluation-8dkbrl"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":6}"	CHANGELOG.md | docs/views/VERDICT_LEDGER.md | frontier/B666_leads_campaign/cellT/TRIAGE_TABLE.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json	"""L5/L6 -- non-metallic SL(3) sealing: SCOPED NEEDS-SPECIALIST"" ... ""deliberately not rushed here"" (frontier/B193_sealing_field_scouts/FINDINGS.md:31-36)"
B196_entropy_conformal_dimension	main		needs-specialist time-monodromy s-channel b196	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	CHANGELOG.md | papers/VALIDATION_LEDGER.md	"""The precise PVI channel placement (is this the time-monodromy weight or the fiber s-channel in the OPT->(0,4) dictionary?) is the one open detail -- NEEDS-SPECIALIST"" (frontier/B196_entropy_conformal_dimension/FINDINGS.md:36-37)"
B197_figure_eight_volume_torsionfree	main		once-punctured-torus torsion-free same-volume m003	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	CHANGELOG.md | PROGRESS_LOG.md | docs/views/VERDICT_LEDGER.md	"""the m003 same-volume manifold exists; the tie is broken only by the (motivated) torsion-free condition"" -- i.e. among ALL once-punctured-torus bundles no independent overdetermination exists (frontier/B197_figure_eight_volume_torsionfree/FINDINGS.md:60-61)"
B197_figure_eight_volume_torsionfree	main		b197 unavailable torsionfree selection	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""claude/physics-seat-evaluation-8dkbrl"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md	"""[SnapPy unavailable -- C1/C3/C4 skipped; recorded: b++LR=4_1 vol 2.0298832128 ...]"" (frontier/B197_figure_eight_volume_torsionfree/volume_selection.py:109-111)"
B198_metallic_exponent_CAS	main		zeta5 b198 decomposition symbolic	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""claude/physics-seat-evaluation-8dkbrl"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	CHANGELOG.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl	"""The exact symbolic proof over Q(zeta5) (primary decomposition, 25 vars) is not done -- see the residual. This is not [proved]."" (frontier/B198_metallic_exponent_CAS/FINDINGS.md:44-45)"
B198_metallic_exponent_CAS	main		ideal-dimension b198 decomposition frontier	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""Sage primary decomposition stalls at SL(4) (16 vars) and the SL(5) ideal-dimension is itself heavy."" (frontier/B198_metallic_exponent_CAS/FINDINGS.md:115-116)"
B198_metallic_exponent_CAS	main		b157 b198 mathematical obstruction	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""claude/physics-seat-evaluation-8dkbrl"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":6}"	CHANGELOG.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json	"""'Newton fails at SL(4)/SL(5).' -- ... The mark was written without checking"" describing the original B157 wall as a tooling artifact rather than a genuine mathematical obstruction (frontier/B198_metallic_exponent_CAS/FINDINGS.md:19-27)"
B199_metallic_exponent_law	main		b199 completed frontier metallic	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":14,""claude/outside-bench"":13,""claude/physics-seat-evaluation-8dkbrl"":13,""codex/seat-r001"":12,""main"":13,""paper/structure-genesis-first"":12}"	CHANGELOG.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json	"""No route completed an exact proof"" (frontier/B199_metallic_exponent_law/FINDINGS.md:71)"
B199_metallic_exponent_law	main		zeta5 b199 degrevlex variables	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md	"""the first degrevlex Groebner basis at 25 variables ... does not terminate within 600s, over Q(zeta5) or F_p"" (frontier/B199_metallic_exponent_law/FINDINGS.md:76-78)"
B199_metallic_exponent_law	main		b199 frontier metallic exponent	LEAD	"{""audit/b775-braver-questions"":19,""claude/new-session-qor5up"":27,""claude/outside-bench"":20,""claude/physics-seat-evaluation-8dkbrl"":20,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":18}"	CHANGELOG.md | docs/LEAD_REGISTER.md | docs/OPEN_LEADS.md | docs/progress/REVIEWS.md | docs/views/VERDICT_LEDGER.md	"""F_p Newton has an empty basin (0 hits in 1500-4000 seeds) -> no exact F_p point could be produced"" (frontier/B199_metallic_exponent_law/FINDINGS.md:83-84)"
B199_metallic_exponent_law	main		external-literature higher-n b199 generalization	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""No source gives a uniform higher-n (n>=4) family or any metallic generalization"" (external-literature absence claim) (frontier/B199_metallic_exponent_law/FINDINGS.md:98)"
B199_metallic_exponent_law	main		exact-periodicity-in-k b204 b199 discussion	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""No source states the exact-periodicity-in-k of the SU(2)_k invariant as a theorem"" (external, re: B204 topic cited in B199's novelty discussion is not present here but analogous language appears) -- N/A, see B204 entry instead"
B201_silver_sl3_charvar	main		per-component figure-eight verify-don a-variety	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":5,""claude/physics-seat-evaluation-8dkbrl"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	CHANGELOG.md | docs/OPEN_LEADS.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md	"""Part 2 (DEFERRED, not banked): the per-component peripheral A-variety relations ... are not extracted here -- my quick peripheral pipeline failed its figure-eight M^3=L validation gate, so per verify-don't-trust nothing from it is banked"" (frontier/B201_silver_sl3_charvar/FINDINGS.md:6-8, 35-44)"
B201_silver_sl3_charvar	main		b201 parametrizations parameter recorded	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""claude/physics-seat-evaluation-8dkbrl"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	CHANGELOG.md | docs/OPEN_LEADS.md | papers/VALIDATION_LEDGER.md	"""The correct next step (recorded, not run here): derive explicit 2-parameter parametrizations ..."" (frontier/B201_silver_sl3_charvar/FINDINGS.md:46-47)"
B204_metallic_wrt_period	main		exact-periodicity-in-k b204 invariant frontier	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""No source states the exact-periodicity-in-k of the SU(2)_k invariant as a theorem"" (frontier/B204_metallic_wrt_period/NOVELTY.md:36-37)"
B204_metallic_wrt_period	main		re-implementation b204 normalization unresolved	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":8,""claude/physics-seat-evaluation-8dkbrl"":8,""codex/seat-r001"":8,""main"":8,""paper/structure-genesis-first"":3}"	frontier/B771_phase1_wave1/wave1_results.json | frontier/B775_phase2_wave1/wave5_results.json | papers/VALIDATION_LEDGER.md | CHANGELOG.md | PROGRESS_LOG.md	"""a direct numerical re-implementation of the evaluated (4.8) did NOT reproduce |Z_k| ... an unresolved convention/normalization bug"" (frontier/B204_metallic_wrt_period/NOVELTY.md:88-91)"
B204_metallic_wrt_period	main		highest-probability prior-art b204 retrieved	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	papers/VALIDATION_LEDGER.md	"""Two prior-art clusters were NOT retrieved and are the highest-probability hiding places"" (frontier/B204_metallic_wrt_period/NOVELTY.md:61-63)"
B205_metallic_quantum_trace_map	main		metallic-q-result deep-research prior-art b205	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""claude/physics-seat-evaluation-8dkbrl"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		"""No full prior-art pass has been run on B205 (unlike B204's deep-research). The status below is the honest suspected position; the metallic-q-result novelty is UNCHECKED"" (frontier/B205_metallic_quantum_trace_map/NOVELTY.md:5)"
B205_metallic_quantum_trace_map	main		already-known b205 suspected metallic	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""claude/physics-seat-evaluation-8dkbrl"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	CHANGELOG.md | docs/OPEN_LEADS.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md	"""A ... 'quantum metallic mean' ... is NOT established here and is suspected already-known (MGO)"" (frontier/B205_metallic_quantum_trace_map/FINDINGS.md:35-37)"
B206_golden_spin_cover_e8	main		metallic-monodromy conductor-5 prior-art b206	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""claude/physics-seat-evaluation-8dkbrl"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	docs/OPEN_LEADS.md	"""Novelty UNCHECKED: the golden<->E8 link is even known in physics (Coldea et al. 2010 ...) ... whether this specific metallic-monodromy -> conductor-5 -> 2I framing is recorded needs a prior-art pass (L26). Do not claim novelty."" (frontier/B206_golden_spin_cover_e8/FINDINGS.md:53-56)"
B226_two_susy_bridge_L43	main	FINDINGS.md, 'Verification (verify-don't-trust the literature scout)' section	figure-eight minimal giving model	GENERIC	"{""audit/b775-braver-questions"":35,""claude/new-session-qor5up"":30,""claude/outside-bench"":40,""claude/physics-seat-evaluation-8dkbrl"":39,""codex/seat-r001"":35,""main"":39,""paper/structure-genesis-first"":35}"	CHANGELOG.md | CLAIMS.md | PROGRESS_LOG.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md	there is no established construction giving the figure-eight a minimal model
B232_rho_n_plethysm	main	B232 FINDINGS.md, header line	reduction outcome honest proof	LEAD	"{""audit/b775-braver-questions"":57,""claude/new-session-qor5up"":57,""claude/outside-bench"":74,""claude/physics-seat-evaluation-8dkbrl"":69,""codex/seat-r001"":63,""main"":69,""paper/structure-genesis-first"":55}"	CHANGELOG.md | PROGRESS_LOG.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | DELETED:docs/REVIEWS.md | DELETED:docs/PROGRESS_LOG.md	This is an honest reduction (outcome (b) of the plan), not a proof.
