arc	source	where	terms	status	hits_per_head	top_paths	quote
B802_cc3_b783_harvest	main	FINDINGS.md:19 (re: B350, B778, B780, B781 -- main is ahead in every one)	pull	UNSWEEPABLE			Nothing to pull
B803_commensurability_audit	main	FINDINGS.md:71	genuinely question absent corpus	GENERIC	"{""audit/b775-braver-questions"":44,""claude/new-session-qor5up"":35,""claude/outside-bench"":66,""codex/seat-r001"":51,""main"":61,""paper/structure-genesis-first"":36}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B568_own_questions/PREREGISTRATION.md | +22 catch-all	DKY's paper and its Question 1.7 are genuinely absent [from the corpus]
B803_commensurability_audit	main	FINDINGS.md:91	analytic-torsion cheeger-muller literature verified	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		The analytic-torsion join (needs the cusped Cheeger-Muller/Fried literature step first...) [not verified here]
B804_dirac_spectrum	main	FINDINGS.md:56	eigenvalue dirac	GENERIC	"{""audit/b775-braver-questions"":67,""claude/new-session-qor5up"":54,""claude/outside-bench"":63,""codex/seat-r001"":58,""main"":61,""paper/structure-genesis-first"":53}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LEAD_REGISTER.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | +14 catch-all	No Dirac eigenvalue was computed in this arc.
B804_dirac_spectrum	main	FINDINGS.md:64	eigenvalues machinery need	LEAD	"{""audit/b775-braver-questions"":98,""claude/new-session-qor5up"":85,""claude/outside-bench"":103,""codex/seat-r001"":98,""main"":100,""paper/structure-genesis-first"":85}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LEAD_REGISTER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B101_hitchin_reframing/probe.py | frontier/B142_klein4_and_magic_cartography/FINDINGS.md | frontier/B199_metallic_exponent_law/workflow_result.json | DELETED:frontier/B775_phase2_wave1/cells/_verify_Z1/compute.py | +12 catch-all	the eigenvalues need machinery that does not exist in this repository
B805_forcing_graph	main	FINDINGS.md:9	closure static arrows marked	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":3,""claude/outside-bench"":6,""codex/seat-r001"":7,""main"":6,""paper/structure-genesis-first"":5}"	docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | frontier/B1068_descent_inventory/w2_full_results.json | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | +4 catch-all	916 words of static prose: 15 nodes, 15 arrows, and zero edges marked PROVEN/KNOWN/OPEN. Nothing computed its closure.
B805_forcing_graph	main	FINDINGS.md:41	citation forcing	GENERIC	"{""audit/b775-braver-questions"":87,""claude/new-session-qor5up"":73,""claude/outside-bench"":100,""codex/seat-r001"":85,""main"":97,""paper/structure-genesis-first"":80}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LITERATURE_SWEEP2_2026-07-13.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/RECOGNITION.md | +19 catch-all	A citation is not a forcing.
B806_lexicon_blindness	main	FINDINGS.md table	matching probes motifs zero	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":12,""codex/seat-r001"":10,""main"":11,""paper/structure-genesis-first"":11}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B887_gate_audit/audit_reports.json | scripts/gates/gates.py | docs/views/THE_SPINE.md | scripts/atlas/atlas_data.json | +7 catch-all	probes matching zero motifs: 19
B806_lexicon_blindness	main	FINDINGS.md:155	overlap eleven faces atlas	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":13,""claude/outside-bench"":19,""codex/seat-r001"":14,""main"":17,""paper/structure-genesis-first"":13}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/CENSUS.md | frontier/B770_closure_census/census.json | scripts/atlas/atlas_data.json | docs/SEAL_LEDGER.md | +7 catch-all	Not one of the eleven faces is an atlas motif [zero overlap]
B806_lexicon_blindness	main	N/A	eigenvalue applicable dirac	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":8,""claude/outside-bench"":8,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/LAW_MAP.md | +3 catch-all	No Dirac eigenvalue [not applicable here]
B807_vocabulary_unification	main	FINDINGS.md:64	instrument edited prereg	GENERIC	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":21,""claude/outside-bench"":50,""codex/seat-r001"":26,""main"":44,""paper/structure-genesis-first"":19}"	docs/CAMPAIGN_STATUS.md | frontier/B632_cubic_route/FINDINGS.md | frontier/B640_hearing_group/FINDINGS.md | frontier/B749_genesis_forks/RESULTS.json | frontier/B749_genesis_forks/reviews/S16_REVIEW_2.md | frontier/B771_phase1_wave1/wave2_results.json | frontier/B822_lexicon_gate_fix/PREREGISTRATION.md | frontier/B920_register_sweep/SWEEP_REPORT.md | +17 catch-all	No instrument was edited, per prereg section 4
B808_empty_cells	main	FINDINGS.md:39	motif plane real gaps	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":10,""codex/seat-r001"":9,""main"":9,""paper/structure-genesis-first"":9}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | docs/CAMPAIGN_STATUS.md | docs/views/THE_SPINE.md | +5 catch-all	There are no real gaps in the (face, motif) plane. None.
B809_kappa_gate	main	FINDINGS.md:6	measured disagree itself	GENERIC	"{""audit/b775-braver-questions"":48,""claude/new-session-qor5up"":56,""claude/outside-bench"":60,""codex/seat-r001"":47,""main"":52,""paper/structure-genesis-first"":40}"	docs/CAMPAIGN_STATUS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B1018_xdist_qualification/FINDINGS.md | frontier/B1018_xdist_qualification/arc_verdict.json | frontier/B58_phaseA/CANDIDATE_A_D.md | frontier/B646_wave2_integration/cc2_packets/residuals/residuals_loop/r4_resonance/r4_run.py | +15 catch-all	It was never measured -- cc is one seat and cannot disagree with itself.
B810_verdict_wave1	main	FINDINGS.md:90	non-existent transcription throughout correct	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B1068_descent_inventory/w2_full_results.json | docs/LAW_MAP.md | +1 catch-all	the six non-existent IDs came from cc's transcription; the pool file on disk was correct throughout
B810_verdict_wave1	main	FINDINGS.md:53-55	disputes vacuity pattern session	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":3,""main"":4,""paper/structure-genesis-first"":2}"	docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +2 catch-all	The sample was not random...An audit that disputes nothing is the vacuity pattern this session has now flagged three times
B812_physics_path_map	main	FINDINGS.md:93	impossibility dictionary majority targets	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | +2 catch-all	No path exists today, and for the majority of targets the blocker is the absent typed dictionary (L91), not a proved impossibility.
B812_physics_path_map	main	FINDINGS.md:47	registered covers theta lead	GENERIC	"{""audit/b775-braver-questions"":37,""claude/new-session-qor5up"":32,""claude/outside-bench"":41,""codex/seat-r001"":34,""main"":39,""paper/structure-genesis-first"":32}"	docs/LEAD_REGISTER.md | docs/OPEN_LEADS.md | docs/PRICED_DOORS.md | docs/RECOGNITION.md | docs/SEAL_LEDGER.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B666_leads_campaign/cellT/TRIAGE_TABLE.md | +11 catch-all	no registered lead at all covers a CS -> theta_QCD map
B813_cs_theta_type_audit	main	FINDINGS.md:82-83	hyperbolic searches surfaced manifold	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":8,""claude/outside-bench"":13,""codex/seat-r001"":11,""main"":12,""paper/structure-genesis-first"":10}"	docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | frontier/B770_closure_census/census.json | frontier/B905_kim_litgate/panel_report.txt | docs/LAW_MAP.md | docs/SEAL_LEDGER.md | +3 catch-all	the searches surfaced no work placing gauge theory on a hyperbolic 3-manifold slice in a way that ties theta to the slice's geometry
B814_gate_d	main	FINDINGS.md:65	m5-brane e-type separately known	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		no E-type M5-brane construction is known [Gate A, separately noted]
B815_kappa_precision_note	main	PRE_DATA_NOTE.md:2	wave-2 committed workflow written	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":7,""claude/outside-bench"":12,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":8}"	docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B817_verdict_wave2/FINDINGS.md | docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | +6 catch-all	written and committed while the wave-2 workflow is still running and no rating has been seen
B817_verdict_wave2	main	FINDINGS.md:106, with in-place correction '~~mostly directories without a FINDINGS.md~~ -- CORRECTED by B819'	unassigned corrected verdict carry	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":5,""codex/seat-r001"":3,""main"":5,""paper/structure-genesis-first"":3}"	frontier/B770_closure_census/CENSUS.md | docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +2 catch-all	130 arcs still carry no verdict [later corrected: 133 have FINDINGS.md, 116 unassigned]
B819_frame_gap	main	FINDINGS.md:16	wanting judged carry found	DOC_ECHO	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	 | +2 catch-all	116 arcs carry real findings that no reader was ever given. They were not judged and found wanting; they were never in the frame.
B821_lexicon_refresh	main	FINDINGS.md:60	twenty-one lexicon real	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	tests/test_b821_lexicon_refresh.py | +3 catch-all	the real lexicon gap is one arc, not twenty-one
B823_blind_triage	main	FINDINGS.md:14	ceiling	UNSWEEPABLE			there is now NO CEILING
B826_b519_verdict	main	FINDINGS.md:8 (re B519_re_mining)	carried verdict	LEAD	"{""audit/b775-braver-questions"":337,""claude/new-session-qor5up"":331,""claude/outside-bench"":452,""codex/seat-r001"":354,""main"":438,""paper/structure-genesis-first"":321}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_MASTERPLAN.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/INPUT_COMPLETENESS_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | DELETED:frontier/B1024_l153_bits/WORK_IN_PROGRESS.md | +61 catch-all	carried no verdict at all
B827_progresslog_recovery	main	FINDINGS.md:13	roll-off canonical	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	scripts/gates/gates.py | +2 catch-all	of those, present in the canonical log or the Q2 roll-off | 0
B830_b720_recompute	main	FINDINGS.md:22-23	b720 different asserted literals	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":7}"	docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | docs/LAW_MAP.md | +3 catch-all	B720's only lock asserted three string literals were distinct — it verified that three different strings had been typed
B830_b720_recompute	main	FINDINGS.md:73-75	b827 authoritative consequently duplicated	DOC_ECHO	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	 | +3 catch-all	"Consequently the ""four duplicated authoritative filenames"" claim in B827 is wrong. The true count is two"
B837_file_drawer_audit	main	FINDINGS.md:24	b590 unreported literally admission	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":2,""main"":3,""paper/structure-genesis-first"":2}"	docs/views/VERDICT_LEDGER.md | +2 catch-all	"B590's citation literally reads ""(bank pending — B590 paused by owner)"" — an admission that it is unreported"
B837_file_drawer_audit	main	FINDINGS.md:36	b499 anywhere stated	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":10,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_general_register.md | frontier/B796_coupling_campaign/loss_audit/loss_audit_general_register.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/consolidation/DEBT_LEDGER.md | +2 catch-all	no result for B499 is stated anywhere
B839_b685_residue	main	FINDINGS.md:60	b685 literature residue rather	LEAD	"{""audit/b775-braver-questions"":23,""claude/new-session-qor5up"":22,""claude/outside-bench"":28,""codex/seat-r001"":23,""main"":27,""paper/structure-genesis-first"":22}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B736_ABC_campaign/p1_consolidation.md | frontier/B738_pathfinder_compiler/FACT_COMPUTED_SWEEP.md | +4 catch-all	B685.fact_computed stays FALSE — but its residue is now one literature line rather than a whole computation
B839_b685_residue	main	FINDINGS.md:57	normalisation remains cited gswz	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRICED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B776_b685_homework/FINDINGS.md | +3 catch-all	"GSWZ eq. (2) uses this normalisation"" remains cited, not read"
B840_close_loose_ends	main	FINDINGS.md:13	printing verdict sealed seeds	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":3,""main"":4,""paper/structure-genesis-first"":3}"	docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	R1 was printing SEALED at m=3 on both seeds — and the verdict was empty
B840_close_loose_ends	main	FINDINGS.md:51 (re B499)	directory prereg holds else	LEAD	"{""audit/b775-braver-questions"":24,""claude/new-session-qor5up"":24,""claude/outside-bench"":30,""codex/seat-r001"":26,""main"":27,""paper/structure-genesis-first"":24}"	docs/ERROR_LEDGER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md | frontier/B499_wild_census/arc_verdict.json | frontier/B749_genesis_forks/reviews/S16_REVIEW_2.md | frontier/B756_remaining_doors/RAW_WORKFLOW_OUTPUT.json | frontier/B770_closure_census/census.json | +8 catch-all	The directory holds a prereg and nothing else
B841_provenance_pass	main	FINDINGS.md:66	undetermined times used zero	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":12,""claude/outside-bench"":16,""codex/seat-r001"":13,""main"":15,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +3 catch-all	undetermined ... used zero times
B845_spectral_inventory	main	FINDINGS.md:9	spectral papers holds paper	GENERIC	"{""audit/b775-braver-questions"":51,""claude/new-session-qor5up"":44,""claude/outside-bench"":56,""codex/seat-r001"":49,""main"":53,""paper/structure-genesis-first"":47}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/STRATEGIC_SYNTHESIS.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | docs/UNIFIED_STATE.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | +14 catch-all	papers/ holds NO spectral paper at all
B845_spectral_inventory	main	FINDINGS.md:23	b792 merges main	LEAD	"{""audit/b775-braver-questions"":21,""claude/new-session-qor5up"":16,""claude/outside-bench"":14,""codex/seat-r001"":14,""main"":14,""paper/structure-genesis-first"":14}"	docs/ERROR_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | frontier/B794_congruence_level4/verify_congruence.py | frontier/B797_maass_spectrum_harvest/FINDINGS.md | frontier/B887_gate_audit/audit_reports.json | frontier/B920_register_sweep/SWEEP_REPORT.md | +4 catch-all	B792 is not in main. It is cc3's arc, and cc3 never merges
B845_spectral_inventory	main	FINDINGS.md:62	completeness unverified harvest	LEAD	"{""audit/b775-braver-questions"":29,""claude/new-session-qor5up"":22,""claude/outside-bench"":32,""codex/seat-r001"":26,""main"":31,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRICED_DOORS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/batch_dead_13.json | +8 catch-all	Harvest completeness UNVERIFIED
B848_handoff_verification	main	FINDINGS.md:159-162	adjudicated observer reframe	LEAD	"{""audit/b775-braver-questions"":18,""claude/new-session-qor5up"":16,""claude/outside-bench"":21,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":16}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | +6 catch-all	The observer/SSB reframe... is NOT adjudicated here
B848_handoff_verification	main	FINDINGS.md:163	re-derived m004 orbifold	LEAD	"{""audit/b775-braver-questions"":28,""claude/new-session-qor5up"":27,""claude/outside-bench"":37,""codex/seat-r001"":34,""main"":36,""paper/structure-genesis-first"":27}"	docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B737_candidate_zero/FINDINGS.md | frontier/B737_candidate_zero/p1_scatter.py | frontier/B737_candidate_zero/p1_scatter_out.txt | +5 catch-all	phi_m004 = phi_orbifold was not re-derived
B848_handoff_verification	main	FINDINGS.md:165-167	foliation-algebra euler-jacobi specialist test	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	Not run: the SL(3) Euler-Jacobi test..., pr=(p+1)(q+1) on V0..., the foliation-algebra type (specialist...)
B849_order_parameter	main	FINDINGS.md:137	eigenvalues geodesic lengths phantom	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":3,""claude/outside-bench"":4,""codex/seat-r001"":5,""main"":4,""paper/structure-genesis-first"":3}"	frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | docs/CAMPAIGN_STATUS.md | frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | +4 catch-all	the 370 geodesic lengths are not in main, the same phantom pattern as the 43 eigenvalues
B849_order_parameter	main	FINDINGS.md:110	bost-connes identification verify	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":10,""claude/outside-bench"":11,""codex/seat-r001"":11,""main"":11,""paper/structure-genesis-first"":10}"	docs/LAW_MAP.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B771_phase1_wave1/wave3_results.json | +1 catch-all	Does not verify the Bost-Connes/CMR identification
B850_length_spectrum_type	main	FINDINGS.md:137 (carried forward item 3)	eigenvalues geodesic lengths phantom	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""codex/seat-r001"":6,""main"":5,""paper/structure-genesis-first"":4}"	frontier/B849_order_parameter/FINDINGS.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | docs/CAMPAIGN_STATUS.md | frontier/B796_coupling_campaign/loss_audit/loss_audit_observer_thread.md | +4 catch-all	the 370 geodesic lengths are not in main, the same phantom pattern as the 43 eigenvalues
B850_length_spectrum_type	main	FINDINGS.md:149-150	conditional reduction state cited	GENERIC	"{""audit/b775-braver-questions"":61,""claude/new-session-qor5up"":55,""claude/outside-bench"":85,""codex/seat-r001"":66,""main"":80,""paper/structure-genesis-first"":61}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B1002_conductor_reconciled/FINDINGS.md | +16 catch-all	Does not state the type as computed. CONDITIONAL on a cited reduction
B851_bc_litgate	main	FINDINGS.md:87-88	programme question system open	GENERIC	"{""audit/b775-braver-questions"":70,""claude/new-session-qor5up"":50,""claude/outside-bench"":67,""codex/seat-r001"":55,""main"":60,""paper/structure-genesis-first"":57}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/THE_LADDER.md | +26 catch-all	It does not show the programme's system is CMR's. That is now the open question
B851_bc_litgate	main	FINDINGS.md:43-44	conjugation complex string occurs	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":21,""codex/seat-r001"":18,""main"":20,""paper/structure-genesis-first"":15}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/wave5_results.json | +7 catch-all	the string 'complex conjugation' occurs zero times in the CMR paper
B852_parabolic_pressure	main	FINDINGS.md:92-96	continued-fraction cross-section m004 transition	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":5}"	docs/LAW_MAP.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B1067_rayclass_harvest/w1_results.json | +2 catch-all	It does NOT show m004's transition is at s=1, or at the programme's beta=1/s=2... m004's actual cross-section requires a complex continued-fraction algorithm over Z[omega]... which is a real build and is not attempted here
B852_parabolic_pressure	main	FINDINGS.md:97-100	genericity parabolic tested model	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":14,""claude/outside-bench"":17,""codex/seat-r001"":18,""main"":17,""paper/structure-genesis-first"":17}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/CLOSED_DOORS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave2_results.json | frontier/README.md | +6 catch-all	It does not establish genericity either way. One parabolic model was tested
B853_two_faces_ssb	main	FINDINGS.md:107-108	transition connection potential verified	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":16,""claude/outside-bench"":19,""codex/seat-r001"":19,""main"":19,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | +5 catch-all	NOT verified: that B6's potential is the free energy of any KMS transition (the relay's own document says 'connection unbuilt')
B853_two_faces_ssb	main	FINDINGS.md:109-110	searched distinct evidence occurs	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":16,""codex/seat-r001"":13,""main"":15,""paper/structure-genesis-first"":12}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/wave5_results.json | frontier/B775_phase2_wave1/wave6_results.json | papers/VALIDATION_LEDGER.md | docs/views/THE_SPINE.md | frontier/B1068_descent_inventory/w2_full_results.json | +4 catch-all	that trace 3 never occurs in Gamma_41 (searched words <=7, 82 distinct traces...) -- evidence, not proof
B855_wrong_null_audit	main	FINDINGS.md line 33	non-commensurable registered null	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":6}"	docs/OPEN_LEADS.md | docs/RETRACTIONS.md | docs/THE_LADDER.md | docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | docs/consolidation/DEBT_LEDGER.md | +3 catch-all	the repo has no registered null non-commensurable with both.
