arc	source	kind	reproducible_from_committed	what	where	why
B344_deviation_symplectic_pairing	main	COMPUTED	unknown	det(dphi_m)=1 for m=1,2,3 (trace-map Jacobian is volume-preserving); at a fixed point eigenvalues {1,lambda,1/lambda}	deviation_symplectic_pairing.py (sympy, imports sampled only)	explicit Jacobian determinant and fixed-point eigenvalue computation, plausible standard linear algebra; not fully read
B345_z3_deviation_texture	main	COMPUTED	unknown	Z/3-charge selection rule: couplings allowed only when charge_i+charge_j = 0 mod 3; the B265 exponent split {4,8}/{5,7,11} does not align with this charge grading (both sets are {1,2} mod 3)	z3_deviation_texture.py (sympy, imports sampled only)	elementary modular-arithmetic combinatorics on the exponent sets {4,8} and {5,7,11}; a one-line check but not independently re-run here
B346_cross_structure_map	main	COMPUTED	unknown	the reciprocal pair (lambda,1/lambda) carries Z/3 charges (1,2); the un-paired eigenvalue-1 direction is charge 0 -- symplectic and Z/3 structures coincide at the centre	cross_structure_map.py (sympy/cmath, imports sampled only)	combines B344 and B345's eigen-decompositions; plausible but not independently re-run here
B347_e6_tangent_gradings	main	COMPUTED	unknown	dim H^1(4_1,Sym^{2m})=1 for all six E6 exponents {1,4,5,7,8,11} via Fox calculus on the SnapPy census presentation, singular-value rank gaps of 10^85-10^119; relator self-verified to ~1e-70	e6_tangent_gradings.py (mpmath, high-precision, imports sampled only)	FINDINGS describes a self-verifying high-precision (mpmath) computation with explicit numeric rank-gap evidence; a strong reproducibility posture on paper, but this reader sampled only the import line and did not re-run or fully read the ~11KB script
B347_e6_tangent_gradings	main	COMPUTED	unknown	the handoff's claimed E6 Cartan spectrum {2-sqrt3,3,2+sqrt3} was wrong (it is the G2⊕A2 spectrum, not E6's)	FINDINGS.md header	a correction of a prior (out-of-arc) handoff's Cartan-eigenvalue error; plausible and consistent with E6 having six distinct exponent-derived eigenvalues
B348_bloch_class_galois	main	COMPUTED	unknown	1-z0 = z0-bar exactly (the Bloch duality involution z->1-z coincides with Galois conjugation at the Eisenstein point); D(z0-bar)=-D(z0) at 30 dps, giving orbit {+Vol,-Vol}, sum=0	bloch_class_galois.py (mpmath 30dps + sympy, imports sampled only)	exact symbolic identity (i) plus a 30-digit numeric dilogarithm evaluation (iii); plausible and internally cross-checked ('independent of SnapPy and of the stored constant' per FINDINGS) but not independently re-run by this reader
B361_seam_local_law	main	ASSERTED	unknown	generalization to a 'law' governing all pairs	frontier/B361_seam_local_law/FINDINGS.md, claim_one_line in arc_verdict.json	the verdict.json still reads PROVED with 'zero counterexamples' and superseded_by:null, but the very next day's log entry ('B367 step 0') reports a counterexample at pair (3,4) that kills the rule; this refutation is not reflected in B361's own committed files
B362_seam_law_confirmations	main	ASSERTED	unknown	'the local law now stands at 11 exact pairs, zero counterexamples'	frontier/B362_seam_law_confirmations/FINDINGS.md and arc_verdict.json claim_one_line	the law this arc confirms was refuted the following day (2026-07-03, pair (3,4)) per the project's own log; B362's own files carry no correction, addendum, or superseded_by pointer
B368_cover_tower	main	COMPUTED	unknown	primitive discriminants 5 vs 20 for (RL)^3 vs R^4L^4 refute the original m=4 identification	FINDINGS.md §'The corrected premise'	the fixed-point binary-form computation is described but its script is not visible among this arc's 5 listed files (may live in an earlier arc's provenance, not verified here)
B370_massey_depth2	main	UNCLEAR	n/a	'all-orders' smoothness of the E6 moduli	not claimed in FINDINGS — explicitly disclaimed	FINDINGS explicitly states this is 'conditional by nature (higher orders untested — no smooth, period claim)'; a later log entry (B578) claims the third-order result is now EXACT, not merely dps-100 evidence, but that upgrade lives outside this arc's own committed files
B373_level45_minimal_sector	main	ASSERTED	no	the extrapolated 'gapless-trending, phase ~ 9pi/N -> 0' reading	FINDINGS.md §'The structural reading'	this was an interpretive extrapolation from two data points (N=15,45), explicitly flagged in the arc's own text as 'CORRECTED same-day by B374' — it was never a computed fact, only a hypothesis, and the arc keeps the disproved hypothesis text in place with a correction note above it rather than deleting it
B376_cat_map_recognition	main	ASSERTED	unknown	predicted orders 500/540/900 at N=375/405/675	pisano_identity.json (predicted_order fields, no 'identity' verification field)	these three entries carry only 'pisano' and 'predicted_order', no measured_weil_order or identity flag in this file — they are registered predictions, not yet confirmed computations within this arc's own committed data (confirmation appears to occur later in B377's acceptance duel, a separate arc)
B379_selection_rule_reduction	main	ASSERTED	no	the Gram spectrum {1/576,1/576,1/768,23/19200} of the seam form (addendum)	FINDINGS.md addendum	described as verified 'by exact characteristic polynomial (Faddeev-LeVerrier over Q)' but no script or JSON for this specific computation exists among this arc's files (only FINDINGS.md and arc_verdict.json are present in the directory) or in the test file, which does not test the Gram spectrum
B380_galois_covariance	main	ASSERTED	unknown	16-Galois-element x 6-table census (R3's full pass/fail matrix)	FINDINGS.md §R3	the full census over all 16 elements x 6 tables is described in prose but the committed test file only checks 2 of the 16 elements (31 and the sqrt5-fixing half-group for one table, 2,3) — the broader claim ('the eight sqrt5-flipping elements fail on every table') is not independently re-tested in the committed lock
B394_support_walk	main	COMPUTED	unknown	Sum rule: sum over support of singles = 1 across levels 15/45/135/405	FINDINGS.md derived from singles_405.json + prior banked data	the sum-rule claim spans four levels but only the 405-level computation is in this arc's files; the 15/45/135 values are IMPORTED from prior banked arcs (B382/B384/B392) not re-verified here
B397_last_census_facts	main	COMPUTED	no	relabel_search (inline) results	relabel_search.json (no corresponding .py file present in packet)	FINDINGS.md attributes this JSON to 'relabel_search.py (inline)' but no relabel_search.py file exists in the arc directory's file list — the search code is not committed separately, only its output
B399_wall_scale	main	UNCLEAR	unknown	e3 (third symmetric function of the 1215 triple)	identify_1215_triple.py, recon_e3.py	FINDINGS says e3 was PENDING at the time of this arc's banking ('primes 7-10 launched'); the progress log later (2026-07-23) reports e3 = cos(2pi/9)/864 EXACT resolving this, but that resolution is NOT in this arc's own files (not in FINDINGS.md/arc_verdict.json here) — a later arc presumably completed it. A 2026-07-14 review flags a second failed e3 attempt as never folded back into triple_id.json, meaning triple_id.json in this directory may be stale/incomplete relative to the log's final claim.
B401_sixth_angle	main	ASSERTED	unknown	L(1,chi_-15) = 2pi*h/(w*sqrt15) = 2pi/sqrt15 with h=2, w=2; ' the Z/2 that acts is the same h=2'	FINDINGS.md P4 dossier (closed-form, no numerics per provenance note)	P4 items are stated as classical closed-form identities 'cited not claimed' rather than computed by a committed script in this directory; no p4-specific .py/.json file is listed
B403_lead_package	main	COMPUTED	unknown	all 11 banked s-denominators are {2,3,5}-smooth (necessarily, since 2,3,5 are all non-principal-form-represented) so the 17/19 prediction can never fire	scrutiny.json (small file, 232 bytes)	scrutiny.json is tiny (232 bytes) for a claim spanning 11 denominators across multiple prior arcs; likely a summary tally referencing numbers computed elsewhere (B398 etc.) rather than a self-contained recompute — no .py producer script is listed in this arc's files
B403_lead_package	main	IMPORTED	yes	49=7^2 and 13 already appear as numerators in banked B398 seam quantities, refuting the numerator-side class filter	IMPORTED from B398 (F4 norm/inner values)	these numbers are cross-referenced from B398's own committed s1_s2.json/s2_fullgram.json rather than recomputed here
B406_two_conductor	main	COMPUTED	unknown	a_p(15a1) = a_p(40a1) mod 4 at every good prime <200 (zero violations), shown to be forced by torsion (Z/8 rational torsion on 15a1, full 2-torsion on 40a1)	mod4_extension.json (126 bytes)	the extension JSON is tiny (126 bytes); no separate .py file is listed for the mod-4 extension specifically, suggesting it may have been computed inline/appended to bridge_check.py rather than as a standalone reproducible script
B407_support_nesting	main	IMPORTED	yes	phi^4+phi^-4=7 identity is correct and ALREADY BANKED elsewhere (B109's void Jacobian); the extension of the Lucas-reduction pattern to 23 is an OVERCLAIM (23 is neither Lucas nor Fibonacci)	FINDINGS.md 'Fact 1' section, cross-referencing B109/B398	correctly traces provenance to B109 and flags an inherited overclaim about 23
B410_coupling_derivation	main	UNCLEAR	unknown	the deep residual (WHY the dark-C 5-side withholds sqrt5 at exactly the X3-paired frequencies) is explicitly STAGED, not resolved	FINDINGS.md 'the deep residual' paragraph	explicitly marked as an open/staged research question, not a computed or asserted result
B412_tower_measure	main	IMPORTED	no	total mass=1 at every tower level; 15->45->135 each parent splits 1/4 into relabeled support; 135->405 each 1/4 parent splits into a zeta9+ orbit summing to 1/4 exactly (Tr c=0); 405->1215 the 1/12-line carries all mass, trace-zero innovation (e1=0)	FINDINGS.md 'The exact structure' section, explicitly citing banked values from B372/B392/B394 and the B399 1215 triple (e1=0)	the file has NO dedicated .py producer script and NO dedicated JSON in this arc's own directory (only FINDINGS.md and arc_verdict.json, per the packet's file listing); the provenance note explicitly says 'the exact refinement (inline, banked tower values B372/B392/B394 + the 1215 triple e1=0); a directional finding, no lock beyond the arithmetic (all in banked JSONs)' — meaning every number here lives in OTHER arcs' committed JSONs, not this one's
B414_generation_structure	main	IMPORTED	yes	the ℤ/3-generations reading FAILS its privilege test because the core is ℤ/2, and seeing SM content is BLOCKED by the separately-proved no-canonical-frame result (W-B1/B400)	IMPORTED from B400 (canonical frame result)	correctly cites B400's committed exact orthogonality result rather than re-deriving it
B415_behavior_tracking	main	ASSERTED	unknown	the pre-registered four-part SM-emergence bar is NOT cleared (Haar magnitude structureless, Gauss-sum phase is Q3 arithmetic, automorphism group Z3^x x (Z/5)^x is a profinite unit group, none an SM structure)	FINDINGS.md 'The emergence bar' section	this is a qualitative judgment call (whether a given math structure 'is' an SM structure) rather than a numerically checkable claim; reasonably argued but ultimately an interpretive assessment, not a computation
B416_tw2_dynamics	main	COMPUTED	unknown	the golden-Anosov structure with rate 4 log phi is GENERIC to hyperbolic once-punctured-torus bundles (control: the metallic family shares it), failing bar (iv) distinctiveness	FINDINGS.md 'The bar check' CONTROL note	the control comparison against the 'metallic family' is asserted as a known mathematical fact rather than shown as a script output in this arc's own files
B421_tw7_atlas	main	IMPORTED	yes	the six-row Destination Atlas table (TW1-TW6) summarizing all prior arcs (B415-B420); the campaign verdict that NO destination cleared the emergence bar	IMPORTED synthesis of B415/B416/B417/B418/B419/B420, no new computation of its own	purely a synthesis/summary table over the six already-committed sibling arcs; no dedicated .py/.json exists in this arc's own directory (only FINDINGS.md and arc_verdict.json, 2 files total per the packet)
B421_tw7_atlas	main	ASSERTED	unknown	the 'one honest caveat': the atlas establishes only that the object self-generates no SM structure, not that an externally-supplied frame/scale could not still connect it	FINDINGS.md 'The one honest caveat' section	a scoping/interpretive statement, not a computed result
B422_mirror_frame	main	ASSERTED	unknown	the 'tensor double' (object tensor mirror-object) construction was NOT built/tested; only a prior-based argument (flat tensor flat = flat, orthogonal tensor orthogonal-stable = orthogonal) is offered for why it is expected to inherit the same walls	FINDINGS.md 'The one untested variant' section	explicitly NOT computed; offered as a plausibility argument, not a result
B426_scale_lever_closed_form	main	ASSERTED	no	'every Galois-invariant functional of the orbit is <1' (contraction theorem)	FINDINGS.md line 27; arc_verdict.json claim_one_line	the ADDENDUM_BOUNDARY_2026-08-14.md (same directory) explicitly retracts this as FALSE (counterexamples e1=3/2>1, M6=1.0134>1 computed there) and gives the true boundary p*<5.5932, yet FINDINGS.md and arc_verdict.json were never edited to remove the false universal claim
B429_bosonic_rigidity	main	IMPORTED	unknown	dim H^1(pi_1, Sym^{2m})=1 per exponent	rigidity.py comment; cites B347 lock test_b347	this figure is taken from B347, not recomputed here; B347 not in this packet so its own reproducibility is not verified in this pass
B433_3d3d_calibration	main	UNCLEAR	no	leg 2 (Dimofte-Garoufalidis 1-loop = torsion -3)	FINDINGS.md 'DEFERRED'	explicitly deferred, not computed in this arc
B446_thermo_d1_tower_moments	main	COMPUTED	partial	tower law N*Var=3/8 (golden) exactly at N=15,45,135,405,1215, out-of-sample at N=3645 (predicted and measured 0.375000)	pipeline.py tower loop -> results.json tower_gold; run_log.txt tower section	N=15..1215 are in the committed results.json/run_log.txt sampled; N=3645 (the specific out-of-sample claim in FINDINGS.md) does NOT appear in run_log.txt or in the sampled results.json (which stops at N=1215 for the gold tower) — the packet's committed artifacts do not show the N=3645 run
B446_thermo_d1_tower_moments	main	ASSERTED	no	lit-gate: fixed-cofactor tower regime is APPARENTLY-UNWRITTEN (novel), per adversarial full-text search of KR/Kelmer/Olofsson/KRR/KORS/Bhakta-Shparlinski	FINDINGS.md NEW-MATH paragraph	a literature-search claim; no committed search transcript or bibliography file is included in this arc's files, so the novelty claim cannot be independently checked from the committed artifacts alone
B447_thermo_d2_mscan	main	ASSERTED	unknown	prereg's cited anchor 'B163 D0 0.91/0.77' was actually B186's different (trace-map box) object and inapplicable	FINDINGS.md gate table footnote	the correction is stated in FINDINGS but not independently re-verified against B163/B186 files within this arc; it is a cross-arc bibliographic claim taken on the author's word here
B448_heartbeat_adjudication	main	IMPORTED	unknown	identification of these fields with 'the trace field' / 'the chirality field' (B147/B316/B444 mechanisms)	FINDINGS.md Part C	relies on banked results from other arcs (B147, B316, B444) not present in this packet; taken on the author's cross-reference
B449_forcing_boundary	main	UNCLEAR	no	bronze-family prediction (level in {39,52}) is REGISTERED, NOT RUN	FINDINGS.md item 4 bullet 3	explicitly stated as a future/untested prediction, not a completed computation -- correctly flagged as such by the arc itself
B451_thermo_d4_resonances	main	COMPUTED	unknown	n=8 second Ruelle resonance rate 0.705(8) (N-drift quoted as the uncertainty)	FINDINGS.md Addendum table	the cycle-expansion-at-N=7/8 table numbers are stated in FINDINGS but the specific script producing that exact table (as opposed to the orbit counts) was not directly located/read in the file list provided (resonances.py listed but not opened here)
B452_ethogram_dictionary	main	IMPORTED	unknown	the frozen numeric registry (20 SM observables with 1-sigma windows) is imported wholesale from B398's s5_statistics.py	registry.py NUMERIC_TARGETS	the values are hardcoded here as a frozen copy; B398's original derivation is not part of this arc's files, so this arc cannot itself verify those central values/uncertainties, only that they are frozen consistently going forward
B455_ethogram_e3_response	main	UNCLEAR	unknown	homeostasis retirement: kappa is conserved EXACTLY (exact rationals) along perturbed Markov-point orbits at epsilon in {1/10, 1/100} over 12 steps -- no restoring response, no homeostasis mechanism exists	homeostasis.py (not read in full; described by FINDINGS and the 28-line wc)	homeostasis.py's content was not directly read line-by-line in this pass (only its line count, 28), so the exact-rational conservation claim is taken from FINDINGS' description rather than independently confirmed by me
B455_ethogram_e3_response	main	ASSERTED	no	the sound finite-continuation route (mpmath dps>=50 Newton) is priced at ~3h/iteration, over budget, and a chord-Newton alternative at ~3h per direction x 6 directions -- both named but NOT run	FINDINGS.md item 4	explicitly stated as an unrun cost estimate, not a computation; correctly flagged by the arc itself as a named, not executed, boundary
B456_ethogram_e4_catalog	main	IMPORTED	unknown	21 object behaviors encoded as typed signatures, assembled from banked results across B446-B459	catalog.py OBJECT_CATALOG list	each signature is a hardcoded tuple summarizing a prior arc's result (e.g. cover-torsion-lucas ints=(11,11,121)); this arc does not itself recompute those source facts, it packages them -- correctly labeled by the arc as an assembly step, not new computation
B456_ethogram_e4_catalog	main	COMPUTED	unknown	Kashaev invariant small-integer values {1,5,13,27,89} at N in {1,2,3,4,6}, corrected in-session from an earlier (wrong) '5-divisibility law' framing	kashaev_signatures.json	the json file states the values and the correction note but the generating script for these Kashaev-invariant numbers is not present in this arc's file list, so I could not directly verify how kashaev_4_1 values were computed
B458_ethogram_e5_component_cs	main	IMPORTED	unknown	interpretive claim that the fig-8's zero 'launders' via (i) banked total amphichirality and (ii) the Q(sqrt-7) components being Falbel's known spherical-CR (PU(2,1)) representations	FINDINGS.md verdict section	this is a literature/mechanism identification (Falbel's CR representations) asserted as the reason for the zero, not itself computed or checked against a citation in this arc's files
B460_relation_r1_child	main	UNCLEAR	yes (computation) / no (novelty claim)	these new SU(2) values are genuinely new in-repo but a lit-gate (Kirk-Klassen's own papers may have already published exactly these numbers) is named and explicitly PENDING, not cleared	FINDINGS.md Adjudication section	the numeric computation is reproducible and verified, but the novelty claim depends on an unswept literature check that the arc explicitly declines to claim as cleared
B460_relation_r1_child	main	COMPUTED	unknown	length spectrum table for 4_1(5,1), 4_1(7,1), Weeks manifold, m007(3,1)	length_spectrum.py	length_spectrum.py was read in full and is self-contained (SnapPy length_spectrum call), but its own log/output file was not part of the file list and was not independently run in this audit; the FINDINGS table numbers were not directly cross-checked against a captured log
B463_relation_r4_centralizer	main	IMPORTED	n/a (cited, not computed)	identification of the algebra centralizer=0 result with a finite GROUP centralizer = Z(E6) via Kostant's theorem	FINDINGS.md / PREREGISTRATION.md, 'lit-gate, not booked as computed'	explicitly flagged in the arc's own text as a citation, not a computed step -- an honest self-disclosure
B464_relation_verdict	main	IMPORTED	yes (via the cited child arcs)	campaign-level summary table aggregating R1(B460)/R2(B461)/R3(B462)/R4(B463)/R5(B451)	FINDINGS.md table	this is a pure synthesis/roll-up document with no computation of its own -- it recites the verdicts of B460-B463, B451, none of which are independently re-verified here
B469_breath_campaign	main	COMPUTED (symbolic part) / UNCLEAR (SnapPy gate, cited to 'session log' rather than a committed witness)	partial -- symbolic part yes; the SnapPy m=1 gate result is only attested via the Reproduce section's comment '(session log)', no committed .txt for it	BR2: X_m^2=A_m, det X_m=-1 for all m symbolically; SnapPy gate at m=1 (Gieseking m000 orientation cover isometric to 4_1, volume ratio exactly 2)	br1_br2.py + FINDINGS BR2, gate noted as 'session log' not a committed file	Reproduce section literally says '# BR2 SnapPy gate: ... (session log)' -- a session log is not a repo artifact
B469_breath_campaign	main	COMPUTED (component structure, exact) / UNCLEAR (octic geometric-fiber identification, numeric only and its own committed log shows a crash)	the exact component-splitting part: yes (wave2_exact_log.txt matches script and claim); the octic numeric-ID part: NO -- see red flag	BR3 wave 2: exact component-level sigma_m action on Fix(sigma_m^2); m=1,2 fully swapped, m=3 has a sigma-fixed quadratic component (disc -7) plus a swapped octic, with the geometric fiber character identified numerically as lying on the swapped (non-geometric-pair) octic	br3_wave2_exact.py / wave2_exact_log.txt (exact part); octic_test.py / octic_log.txt (numeric identification, explicitly flagged 'Numerically certified; exact certification queued')	octic_log.txt (the only committed witness for octic_test.py) is a Python traceback (TypeError), not the successful numeric output FINDINGS describes
B471_chain_verification	main	COMPUTED (counterexample verified)	described as verified but the specific counterexample-verification script is not among this packet's listed files (only chain_verify.py is listed, and it is not clear this file contains the counterexample check)	CORRECTION: 'the alphabet is exactly the root locus' is false; the corrected statement is 'breathable traces are exactly the metallic traces t^2+2; family=locus iff narrow class number h+(m^2+4)=1', with an explicit counterexample (X'=[[3,5],[2,3]])	FINDINGS.md, final CORRECTIONS section	the counterexample X' and its properties (det -1, tr 6, class number 2, no conjugator to A_6) are asserted in FINDINGS text but not visibly present in the one script file read
B472_quantum_commutator	main	ASSERTED	no	Par-face discrepancy resolved to zeta_60^8/zeta_60^4 via 'like-for-like' B367 build	FINDINGS.md Addendum	addendum says 'reproducer: the session's like-for-like scripts' but no such script is among the 4 committed files
B474_tier_commutator_law	main	COMPUTED	unknown	Master theorem: both kappa_q and tier factor through (gx,gy)=gcd(x,20),gcd(y,12) on 36-cell divisor lattice	master_log.txt	master_log.txt is a committed output but the script that produced it is not among the 7 committed files
B477_sterile_classes	main	IMPORTED	no	sterile/fertile class table for L6a4, s776, m129 obstruction classes	FINDINGS.md, citing 'banked B461 eliminations' plus introspect_log.txt	table cites B461 exact dims (external arc, not in this packet) combined with this arc's introspection; sterile_scan.py (meant to cross-reference) fails with FileNotFoundError in context_log.txt
B480_qca_dirac_lens	main	IMPORTED	no	level-N spectrum degeneracy correction: original <r>=0.16 was an eigensolver-noise artifact; exact convention gives <r>=0 with degeneracies	FINDINGS.md [CORRECTION 2026-07-17, B666 cell 6]	correction cites reproducer 'frontier/B666_leads_campaign/cell6/b480_rederive.py', outside this arc's directory and not read in this pass
B481_det_zeta5_kill	main	ASSERTED	no	Reading 1 (Weil operator dets W1,W2,Par,D,F etc land in <zeta_12>, at 4 primes p=61,421,541,1201)	FINDINGS.md, cites reproducer 'det_kill.py'	det_kill.py is referenced as the reproducer but is NOT present in the arc directory (confirmed via ls: only FINDINGS.md, arc_verdict.json, wrt_tmatrix.py exist) — the entire Reading-1 table (the main load-bearing claim) has no committed witness
B482_seat2_twisted_markov_intake	main	ASSERTED	unknown	B1 'banked lambda error' flagged as a discrepancy, not applied, because seat-2's quoted value 2.1775291199 does not match the repo's actual banked lambda_chain=1.57705744122666946	FINDINGS.md 'FLAGGED' section	correctly identifies a numeric mismatch between two different normalizations without overwriting the banked value; the underlying repo value was independently checked elsewhere (B483)
B483_fibonacci_anyon_face	main	COMPUTED	no	B1 closed: banked lambda_chain=1.57705744122666946 verified correct to 18 digits against a fresh high-precision (40dps, n=55) recomputation; seat-2's warning attributed to a different normalization	FINDINGS.md 'B1 CLOSED' section	the high-precision recomputation (n=55, 40 dps) is described in prose but no script for it is among the 3 committed files
B483_fibonacci_anyon_face	main	IMPORTED	no	lambda-family unification under 'chat-2' (external) as one master constant A=0.91112146336898682497 with three clocks	FINDINGS.md 'lambda-family unification' addendum	explicitly labeled 'NOT independently reproduced'; this session's own reproduction attempt used the wrong object per the log
B485_metallic_apoly_family	main	ASSERTED	no	Alexander family law Delta_m(a)=a^2-(m^2+2)a+1 'verified in sage/snappy for m=1,2,3,4,5'; genus-3 anchor at m=1; rectangular cusp shapes m=1..4	FINDINGS.md 'CLOSED' section	apoly_sage.py only loops m in {1,2,3} (not 4,5) and merely prints M.alexander_polynomial() with no comparison to the claimed closed form and no committed log of its output; no witness file confirms the m=4,5 cases or the numeric match to the formula
B486_cusp_hexagonal_verdict	main	ASSERTED	no	figure-eight cusp modulus = 2*sqrt(3)*i (rectangular, disc -48, not hexagonal disc -3); cusp translations (1, 2sqrt3) orthogonal; three named curve lengths (1.00, 3.46, 3.61) all different, refuting 3-fold degeneracy	FINDINGS.md, cited as verified via snappy 'two independent ways' + WHERE_THE_MISTAKE.md's index-4 sublattice argument	no script or log file exists anywhere in the arc directory (confirmed by ls: only 4 .md/.json files present) — the core numeric claim (cusp modulus, translations, curve lengths) has zero committed witness
B486_cusp_hexagonal_verdict	main	ASSERTED	no	6b (power-set magnitude law) NOT CONFIRMED across three tried constructions of '3-point interaction'	SIXB_VERDICT.md	prose table of numeric results (spreads, magnitude sets) with no committed script
B487_dgg_su3_verdict	main	IMPORTED	no	The paper arXiv:1803.04009 (Gang-Yonekura) actually says T[S3\4_1] has an SU(3) FLAVOR (not gauge) enhancement, per direct paper verification via WebFetch/WebSearch	FINDINGS.md, citing 'verified against the actual paper (WebFetch + WebSearch)'	a literature-verification claim with no saved fetch transcript or citation snapshot committed in this 2-file arc; relies on trusting the session's own web lookup
B488_dgg_family	main	ASSERTED	unknown	T[A_m]=U(1)^(2m-1) gauge rank and H1(M(A_m))=(Z/m)^2+Z homology law, 'verified for m=1..8' with a per-m table	FINDINGS.md table + dgg_family.py	dgg_family.py is committed and would compute this (loops m=1..8, prints rank and homology via snappy) but no output log is committed to confirm the script actually produced the exact table quoted in FINDINGS.md
B489_self_interaction_tower	main	ASSERTED	no	tower table n=1..8 (torsion=|2-L(2n)|, volume=n*vol(4_1), H1, cusp shape), classical Fox-Weber mechanism, DGG abelian U(1)^(2n-1) at every level tested	FINDINGS.md table, described as 'independent recompute' via SnapPy 3.3.2 + exact matrix arithmetic	n_files=2 for this arc (FINDINGS.md, arc_verdict.json only) — no script or log is committed in this arc directory to reproduce the n=1..8 table or the DGG-rank claim, despite FINDINGS calling it 'independent recompute'
B490_the_no_go	main	IMPORTED	unknown	T-NOGO-DGG theorem (3d-vs-4d, flavor-vs-gauge, abelian-gauge — three independent reasons the DGG route cannot yield the SM), synthesizing 12 prior kills K1-K12 plus K13/K14 from FAILURE_ATLAS	FINDINGS.md, a synthesis document citing the per-kill B-nodes (B476,B480,B481,B483,B484,B486,B487,B488,B489) plus external theorems (Gang-Yonekura, Dimofte-Gaiotto-Gukov)	this is a pure synthesis/argument document with no new computation of its own; its soundness depends entirely on the correctness of the twelve cited kills, several of which (B486, B489) themselves lack committed witnesses in this batch
B491_novelty_assessment	main	IMPORTED	no	R1 (held-breath torsion law, =B479) downgraded to COROLLARY of Cantat 2009's method; R2 (seam broken-lattice, =B459) remains APPEARS-NOVEL/NEEDS-SPECIALIST with a proof that the natural Galois-equivariance explanation cannot account for the vanishing; R3 (cover-tower torsion) is classical Fox's formula	FINDINGS.md, citing 'deep-research run wf_bfe715db-e53 (this session)' and named literature (Goldman, Cantat, BGMW, Kurlberg-Rudnick, Ladisch, Dong-Lin-Ng)	this is a literature/adversarial-agent research run; the '104 agents, 21 primary sources' process is not independently re-runnable from committed files, though its resolution is corroborated by verify_cantat.py in the B479 arc
B492_verlinde_boundary_lens	main	COMPUTED	no	Fibonacci category total quantum dimension D=sqrt(2+phi); Verlinde fusion tau x tau=1+tau; boundary g-factors g_tau/g_1=phi exactly	FINDINGS.md, 'Reproducer: inline (Fibonacci S-matrix + Verlinde + AL g-factors)'	described as an inline computation with no committed script or log file in this 2-file arc; this is standard textbook RCFT arithmetic though (low novelty risk)
B496_tm_endomorphism	main	ASSERTED	n/a	E1 (topological entropy h_top=log 2) explicitly labeled CITED-CONDITIONAL, not proven — lower bound exact, upper bound needs external theorems with a noncompactness caveat	FINDINGS.md/PREREGISTRATION.md tiering table	explicitly and correctly NOT claimed as proven; flagged here only because the seat's duty is to record all such distinctions, not because it is a red flag
B504_spacetime_functor	main	COMPUTED	no	tr(t)^2 = 2 exactly (SVD nullspace, residual 0.0 at 30 digits) at pointer state (1,1,1)	frontier/B504_spacetime_functor/FINDINGS.md	FINDINGS.md describes the computation (SVD nullspace on an independent Fricke lift) narratively and claims a lock at tests/test_b504_b505.py, but this arc directory contains no .py reproducer script — only FINDINGS/PREREGISTRATION/verdict.json. A stranger cannot rerun the SVD from this directory alone; the test file lives outside the sampled arc.
B504_spacetime_functor	main	COMPUTED	no	tr(t)^2 = 4.0 exactly at the Eisenstein geometric point (δ_geo=4, parabolic time)	frontier/B504_spacetime_functor/FINDINGS.md	same as above — narrated with a singular-value figure (3e-31) but no committed script in this directory; only the external lock file is cited.
B505_quasicrystal_anchor	main	ASSERTED	no	kappa - 2 = 4*lambda^2 as a polynomial identity, matching the Fibonacci Hamiltonian transfer-matrix trace	frontier/B505_quasicrystal_anchor/FINDINGS.md	"described as a two-line symbolic proof but no script is present in this arc's 3-file directory (FINDINGS, PREREGISTRATION, verdict.json only); the project's own later log entry says this arc ""carries NO scripts."""
B506_critical_cancellation	main	UNCLEAR	no	"""CC first-pass reproduction (2026-07-10, independent batched sim, 800×4000, seed 17)"" of drift/sigma"	frontier/B506_critical_cancellation/PREREGISTRATION.md	the prereg text references a first-pass reproduction result but no results file or script sits in this arc's single-file directory; per the log, the content is actually reported in B507.
B507_beta_function	main	COMPUTED	no	E_Haar[g_M]=0.0003 (theorem 0), E_Haar[g_D]=-1.9995 (theorem -2), zero at kappa*=0.001≈0 (6M Haar samples)	frontier/B507_beta_function/FINDINGS.md	"described as a full run (6M Haar samples, measure-correct binning) with 4-decimal gate agreement, but no script or results file is present in this 3-file arc directory, and the project's own later log states the arc ""carries NO scripts"" and ""has NO lock""."
B508_geometry_machine	main	COMPUTED	no	delta(s)=(s^2+s-1)/(s-1); out-of-sample checks at s=3 (11/2) and s=-2 (-1/3), delta=0 at golden points, delta=5 at s=2 matching 2*acosh(sqrt5/2)=2 log phi	frontier/B508_geometry_machine/FINDINGS.md	the arc directory has only FINDINGS/PREREGISTRATION/verdict.json, no script; the out-of-sample claim is a strong methodological point (fresh intertwiner constructions at unseen points) but its committed witness is a lock file outside this directory (test_b504_b505.py).
B509_square_time_curve	main	COMPUTED	unknown	E: Y^2=X^3-2X+1, disc 80, conductor 40, j=+55296/5, torsion Z/4, rank 0 via Sage descent, Cremona label 40a3 isogenous (not isomorphic) to 40a1	frontier/B509_square_time_curve/FINDINGS.md	described as computed by Sage/sympy (elimination exact via sympy; rank via Sage descent) but no script file appears in this arc's 2-file directory (only FINDINGS.md + verdict.json); reproducibility depends on an external lock (tests/test_b509.py) not sampled here.
