arc	source	kind	detail
B787_interaction_programme	main	SUPERSEDED_UNMARKED	FINDINGS.md section 3's completion checklist still says the test-lock is 'NOT DONE', while section 4 (later in the same file) says it 'is written' — an internal inconsistency in the banked document, not corrected in place. (The file does in fact exist and does lock the claims, so the newer statement is the accurate one, but the stale row was never struck or updated.)
B792_maass_m004_eigenvalues	audit/b775-braver-questions	SUPERSEDED_UNMARKED	groundwork.txt and sector_projection_results.txt (raw stdout artifacts) still literally say 'transcription VERIFIED' for the 51.014 parent value; this phrasing is explicitly retracted in FINDINGS.md's own header ('This section previously said transcription VERIFIED — the durable statement is weaker') and in B791/PROVENANCE_ALERT.md. The retraction is visible in FINDINGS.md itself so this is a frozen-log artifact, not an active uncorrected claim, but a reader consulting groundwork.txt alone would be misled.
B794_congruence_level4	main	SUPERSEDED_UNMARKED	"arc_verdict.json's claim_one_line still reads ""refuting the narrower norm-split claim,"" but FINDINGS.md's own later addendum (dated 2026-08-06, headed 'LEVEL RECONCILIATION') concludes the opposite for the norm-level statement: 'The hint H-B788-NORMSPLIT ... therefore SURVIVES at its own level.' The verdict record was not updated to reflect the addendum that supersedes part of its own one-line claim."
B801_negative_census	main	SUPERSEDED_UNMARKED	B801's coverage_pct=66.08 in census.json and the claim_one_line in arc_verdict.json ('coverage at 66%') stand uncorrected in this arc's own committed files even though a later arc corrected the figure to 33.5% for arc-level coverage.
B817_verdict_wave2	main	SUPERSEDED_UNMARKED	Section 6's original claim about the unverdicted residue is struck through and replaced in-place with a note pointing to B819's correction -- this IS marked (good practice), included here only to note that the arc_verdict.json's claim_one_line does not carry the correction forward; a reader of arc_verdict.json alone would not see the B819 fix.
B827_progresslog_recovery	main	SUPERSEDED_UNMARKED	B827 asserts 'four duplicated authoritative filenames' found in one review; a later arc (B830, same batch) computes the true count is two and says B827's claim 'is wrong.' B827's own FINDINGS.md file as read here is not marked with this correction inline.
B850_length_spectrum_type	main	SUPERSEDED_UNMARKED	FINDINGS.md's own section 4a (dated 2026-08-03) corrects the Cell 4 multiplicity ordering and explicitly says the original reading 'does not survive', but the committed results.json artifact in this same arc directory was NOT updated to include the corrected m009/m136 data -- it still shows only the superseded m003/m015-only comparison. A downstream reader consulting results.json rather than the full FINDINGS.md prose would see the old, now-retracted table.
B862_global_form	main	SUPERSEDED_UNMARKED	ADDENDUM_2026-09-01.md explicitly deflates two headline claims in the banked FINDINGS.md ('resolving a genuine structural ambiguity of the SM, for free' and 'the first place in the programme where the selected structure outperforms the SM's own data'), stating per B1221 that the Z6 form is path-independent and was 'known since 1980' so 'the selection framing adds nothing... and that is exactly why it is not new.' But arc_verdict.json's claim_one_line was NOT updated and still states the unscoped framing ('resolving a structural ambiguity the SM itself cannot') without any pointer to the addendum's correction.
B874_measurement_ladder	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line (the file recorded as the 'claim of record') states the step-2 negative unqualified ('the complete ladder is {78,46,30,12}... SU(5)xU(1) is not a charge-measurement stratum') and does not mention either the 2026-08-05 AMENDMENT (which explicitly calls this an overgeneralization and adds ladder values {18,14}) or the 2026-08-18 scope-narrowing to the real field. A reader who consults only arc_verdict.json (the designated claim-of-record file) would carry an overclaim that the arc's own FINDINGS.md later retracts in two separate dated sections.
B885_interbreaking	main	SUPERSEDED_UNMARKED	arc_verdict.json's 'creates_law_corrected' block records that this arc's law status was originally recorded as ABSENT and was only added retroactively on 2026-08-29 by a separate re-audit arc (B1214) -- the correction is present and dated in the verdict file, so this is properly marked, not unmarked; noting for completeness that the base claim_one_line text itself was never edited, only the metadata block was appended
B892_second_measurement	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line text still reads verbatim 'take E6 to the Standard Model algebra' -- the correction banner lives only in FINDINGS.md and a metadata field (creates_law_reviewed); the verdict's own headline sentence was never edited to reflect either the B950 dimension-count correction (14 vs 12) or the B951 finding that the endpoint is a 77-year-old catalogued Levi subalgebra, not a novel landing
B907_real_form_selector	main	SUPERSEDED_UNMARKED	DRAFT_COMPLETENESS.md is explicitly marked 'Status: computation agent (deliverable for the banking seat; NOT banked by this draft)' yet FINDINGS.md's own ADDENDUM section presents its C1/C2/C3 results as settled ('THE SIGN-LOCKING THEOREM -- the completeness follow-up is PAID') without flagging that the underlying DRAFT_COMPLETENESS.md document itself is titled DRAFT and states its own 'honest gap' at the form level is not closed. The ADDENDUM's headline ('is PAID') is stronger than the draft document's own stated residual gap; both are consistent on inspection (the draft's gap is explicitly about existence of OTHER forms beyond e6(2), not about the e6(2) result itself), but the FINDINGS-level headline compresses away the caveat in a way that could read as fully closed to a reader who does not open DRAFT_COMPLETENESS.md.
B921_branch_harvest	main	SUPERSEDED_UNMARKED	The harvested cell9_sec16_verdict.md documents a STOP-severity review (4 defects: dead PSLQ tolerance, non-functional P3 control, unvalidated Y=0.80, unsupported mult-2 claim) against the sealed prereg chain that B921's own FINDINGS.md/arc_verdict.json describe only as '4/4 seal hashes verified... the chain's internal citations close' -- a reader of B921's claim_of_record alone would not learn that the sealed content it preserves was, per its own harvested verdict.md, arithmetically defective at seal time (v3's resolution status was not independently confirmed here; only grepped, not fully read).
B932_chain_selection	main	SUPERSEDED_UNMARKED	A 2026-08-19 ADDENDUM (from a later arc B1079) states the universal reading of theorem T1 ('every charge wall has center >= 1') is 'computably FALSE beyond this arc's own sweep' at orders 2 and 3 (specific counterexamples given: su(6)+su(2) at order 2, su(3)^3 at order 3), and narrows T1's true scope to toral/order->=5 elements only. The addendum is present and the main-text T1 bullet in LEG 2 is NOT itself edited to add the scope caveat inline -- a reader of LEG 2 alone (before the addendum) would still read T1 as an unscoped universal theorem.
B959_nontoral_rank4	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line and 'superseded_by': null still assert the unqualified headline ('no centralizer construction whatsoever ... can produce chiral matter') even though the arc's own 2026-08-20 ADDENDUM explicitly re-scopes this to 'every TORAL route' after B1098/B1100 found a working nilpotent-stratum counter-route (centralizer su(3)+su(3), rank 4, 27 computed complex). The verdict.json machine-readable record was never updated to reflect the addendum.
B960_l136_adjoint	main	SUPERSEDED_UNMARKED	This arc's headline claim ('B959's no-go is complete within the centralizer class: no centralizer construction ... can produce chiral matter') is contradicted by B959's own later (2026-08-20) addendum, which records that B1098/B1100 opened a DIFFERENT hatch (a nilpotent-stratum, non-toral centralizer of rank 4 with the 27 computed complex) that B960's argument (about elementary-abelian subgroups and the adjoint form specifically) never closes. B960's directory carries no addendum or correction acknowledging this, and arc_verdict.json still reads 'complete'.
B963_tau_double_duty	main	SUPERSEDED_UNMARKED	arc_verdict.json's stored claim_one_line still asserts the full original argument including the now-retracted 'compete for one budget' corollary language, without reflecting the 2026-08-10 (B1017) correction; only FINDINGS.md carries the correction banner inline at the top.
B970_L134_exotics	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still says 'the twelve exotic states per generation' as the headline count, while WORK.md (same arc, sec 1.4) and the later PROGRESS_LOG entry (B993/B994) both establish the correct count is ELEVEN (10+1), with twelve being a different count of a different thing (beyond a 15-fermion SM generation, including nu^c which sits inside the 16). The arc's own FINDINGS.md title even writes 'THE TWELVE (ELEVEN)' -- the correction is present in-arc but the verdict's one-line summary was not updated to reflect it.
B972_L137_split	main	SUPERSEDED_UNMARKED	SCOUT.md gives T's |P_lead| >= 4 and F(T) >= 6; WORK.md (the later, more refined pass in the same directory) gives |P_lead| >= 5 and F(T) >= 7 for the same object T. Both numbers stand side by side in the same arc directory with no cross-reference marking the SCOUT.md figures as superseded by the WORK.md figures, though the conclusion (refutation) is unaffected either way.
B973_L135_frame	main	SUPERSEDED_UNMARKED	"SCOUT.md and WORK.md name specific corrections owed to B958/FINDINGS.md:11,19 and B961/FINDINGS.md:60-62 (""these are incorrect as stated""), but spot-checking those two files directly shows the original uncorrected sentences still stand verbatim in B958 and B961's own FINDINGS.md — the correction has not been propagated into the arcs it corrects."
B994_rule_variation	main	SUPERSEDED_UNMARKED	the arc's own FINDINGS.md, arc_verdict.json claim_one_line, and results.json's all_reachable_chains list all six chains -- including 'SU(3)^3 -> Pati-Salam -> SM' and 'SU(3)^3 -> SU(5)xU(1) -> SM' -- as valid reachable chains, but a same-day addendum proves both are group-theoretically void (su(4), dim 15, and su(5), dim 24, being simple cannot inject into the non-simple su(3)^3). The addendum stands beside, not inside, the banked FINDINGS/results.json, so a reader of only FINDINGS.md or results.json still sees the uncorrected six-chain claim.
B997_golden_conductor_uniqueness	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still reads '|SL(2,Z/N)| is a McKay-group order for EXACTLY N in {3,4,5} -- 24=2T->E6, 48=2O->E7, 120=2I->E8 ... the whole exceptional series and nothing else', which the addendum explicitly refutes (SL(2,Z/4) is order 48 but is NOT isomorphic to 2O -- it has 7 involutions vs 2O's 1, and 0 elements of order 8 vs 2O's 12). The addendum's own header says 'Not an edit' and the claim_one_line in the primary banked verdict file is unchanged.
B1003_axiom_prices	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still states 'the discarded child is GIESEKING', which the same-batch addendum explicitly refutes with a computed volume ratio (Gieseking is the PARENT, m004 the double cover). The addendum notes THEOREM_LEDGER.md's C5 entry already has the direction right, so the arc's own verdict text disagrees with the corpus's other record of the same fact -- and per a later progress-log entry (2026-08-30, Cell 5), this error was still uncorrected in the banked verdict line as of that later read.
B1012_branch_verifications	main	SUPERSEDED_UNMARKED	FINDINGS.md:18-19 states 'blind-to-k <=> CS=0 <=> the object equals its mirror' as a sharpening this bench adds; B1226 (2026-08-31, ~2.5 months later) refutes this exact equivalence in both directions (m208: chiral, CS=0; m003/m135/m207: amphichiral, CS=1/4). The original FINDINGS.md and arc_verdict.json are left uncorrected/unedited; only a 2026-09-01 addendum by a fresh physics seat notes the propagation gap ('B1226 corrected six downstream surfaces but not this file'). A reader of THEOREM_REGISTRY following the row back to B1012 would still meet the refuted claim as live.
B1024_l153_bits	main	SUPERSEDED_UNMARKED	arc_verdict.json's verdict field ('PROVED') and claim_one_line assert d=2 as settled, but FINDINGS.md's own top banner (added the same day) downgrades this to PROVISIONAL pending three amendment controls that per the log were still undelivered three reviews later. The verdict file was not updated to reflect the re-grade.
B1043_triple_assembly	main tree, frontier/B1043_triple_assembly	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line (the machine-readable claim of record) still reads '...the new fact h0(M;27)=1 (the solo invariant line — identification open, a lead candidate)' even though ADDENDUM_2026-08-13.md, filed the next day, resolves the identification as definitional (= B632's forced VEV). The verdict JSON was never updated to reflect the addendum.
B1046_the_arc_graph	worktree [seat]_new-session-qor5up (frontier/B1046_the_arc_graph)	SUPERSEDED_UNMARKED	12 of 41 one-way supersedes links point at targets still cited on a curated surface, including B123 (which B1037 explicitly declined to restore because B125 refutes it) and B111 (dispositioned SUBSUMED) — nothing in the metadata graph itself would tell a reader these targets are dead.
B1077_intrinsic_split	main	SUPERSEDED_UNMARKED	arc_verdict.json's creates_law was flipped to false by the B1214 re-audit on the stated basis that these thirteen 'passed' laws were read in full while this one and its siblings were not -- the FINDINGS.md headline text itself still reads as a first-time general theorem ('the 77 requires a twist... unique non-circular door') without any in-file correction reflecting the downgrade; only the verdict JSON's creates_law_reviewed block carries the correction.
B1080_global_form	main	SUPERSEDED_UNMARKED	The banked FINDINGS.md headline still calls the uniform Z6 result 'the paper's cleanest new line,' but ADDENDUM_2026-09-01.md (per B1221) states the kernel itself is not new (known since 1980) and only the uniformity/MB12 sweep is the arc's real contribution. The addendum is a separate file beside the original FINDINGS.md, which is explicitly left uncorrected ('the banked FINDINGS are untouched') -- so a reader of FINDINGS.md alone, without noticing the addendum file, would carry the overclaimed novelty forward.
B1085_edge_observability	main	SUPERSEDED_UNMARKED	FINDINGS.md's own body text (sections 1-2) still states the plain, uncorrected framing ('bulk hand-blindness... differ by AT MOST ONE state') alongside the later CORRECTION ADDENDUM that says this framing 'undersells the truth' at reversal-closed windows (exact isospectrality). The correction is appended below rather than integrated into the body sections, though it is clearly labeled and dated, so a careful reader would catch it -- borderline case.
B1127_antilinear_completion	main	SUPERSEDED_UNMARKED	The FINDINGS.md text itself states the underlying agent's 'final-report headline' claimed the object's OWN mirror supplies compact color, and that this bank keeps a fence over-riding that headline — this is a good-faith internal correction already marked in this arc's own FINDINGS (not unmarked), included here for visibility that the stronger claim was made and walked back within the same arc.
B1136_genericity_on_the_wins	main	SUPERSEDED_UNMARKED	ADDENDUM_2026-09-01 explicitly states 'Original FINDINGS.md left unedited' after correcting the family count from 14 to 21 (census truncation bug in verify_genericity.py:29-30) and the 'all 14 amphichiral' claim (only 6/14 are actually amphichiral; the original check was orientation-blind and could not fail). FINDINGS.md and arc_verdict.json still state 'exactly 14' and 'ALL thirteen others' amphichiral as if uncorrected, though the addendum notes the headline H1=Z separator conclusion survives.
B1137_regulator_probe	main	SUPERSEDED_UNMARKED	A same-day ADDENDUM (2026-09-01) demonstrates via a planted-positive control run through the arc's own unmodified code that the instrument has zero statistical power to detect any true relation at physically-available precision (best case 10 digits vs a required ~176+ exact digits) -- meaning the correct PREREG-Section-E outcome type is FLOOR, not DISJOINT. FINDINGS.md and arc_verdict.json still assert DISJOINT (a 'theorem-shaped negative') unmodified after this addendum was filed; the addendum explicitly proposes a reclassification but leaves the original text unedited pending a banking-seat decision.
B1141_spin_payment	main	SUPERSEDED_UNMARKED	Not applicable here -- the earlier 'two errata' claim is explicitly struck through and marked WITHDRAWN in-place in FINDINGS.md itself (not merely in a separate addendum left unresolved), so this is a correctly-propagated retraction rather than a superseded-unmarked case; noted for contrast with B1137/B1143's pattern in this same batch.
B1148_carrier_harvest	frontier/B1148_carrier_harvest	SUPERSEDED_UNMARKED	FINDINGS.md still states the chain as '6615 -> 4 -> 1' (memo 48 row and the 'through-line' section) though the arc's own addendum shows the honest full-ordered-tensor chain is 6615 -> 9 -> 1, and that '4' is only correct under a different (Sym3) convention silently swapped in mid-chain; FINDINGS.md and b1148_results.json are explicitly left unedited by the addendum's own admission.
B1153_peripheral_and_superposition	frontier/B1153_peripheral_and_superposition	SUPERSEDED_UNMARKED	the arc's own title and body (FINDINGS.md line 1: '...closes *positive* as the exact 2-fold GUE superposition...'; also line 25) still use the word 'exact' to describe the spacing-law fit, but ADDENDUM_grade_note_R015.md (adopting codex R015) explicitly states this headline word 'reads stronger than the shipped computation' and that the correct grade is 'a SURMISE-LEVEL model identification... not a theorem.' FINDINGS.md's own prose is not edited to reflect this; the progress log itself records this as 'adopted, nothing withdrawn' rather than a text fix.
B1155_seam_a	frontier/B1155_seam_a	SUPERSEDED_UNMARKED	B1155's FINDINGS.md and arc_verdict.json still present the full three-point 'leaning MISMATCH' argument as standing project reasoning, but the very next arc in this packet (B1156_seam_a_gate2/FINDINGS.md) states explicitly: 'This arc sharpens B1155: it removes B1155's leaning MISMATCH... The a-priori MISMATCH is REFUTED (2 of 3 lenses)... B1155's 'leaning MISMATCH' WITHDRAWN' per the progress log. No addendum or correction note exists in B1155's own directory pointing a reader to B1156.
B1158_cloud_wave2_harvest	frontier/B1158_cloud_wave2_harvest	SUPERSEDED_UNMARKED	FINDINGS.md's Habiro-germ section states the coherence mechanism 'transports uniformly (local v_pi=N at every level)', but the arc's own ADDENDUM_fence_note_R016.md (adopting codex R016) states this universal phrasing 'remains stronger than the shipped computation... proved only for p in {5,7}, r in {1,2}, Taylor order <=8' and that 'a universal statement still needs an all-level Habiro/local-ring argument'. FINDINGS.md's body text is not edited to narrow the quantifier.
B1161_frontier_sweep	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line (the machine-readable claim of record) repeats the un-hedged 'the bypass door and SEAM-A are ONE obstruction' framing verbatim, without any note that this was later downgraded to conjectural-supported by the same arc's own addenda.
B1163_w0_attempt	main	SUPERSEDED_UNMARKED	FINDINGS.md's main body and arc_verdict.json do not mention the family-wide amphichirality strengthening or its subsequent full retraction at all (they predate it), so a reader of the claim-of-record alone would not learn that a load-bearing-sounding companion claim (83/83 amphichirality) was found to rest on a vacuous SnapPy instrument that returns True on every manifold including known-chiral controls — though to the arc's credit, the addenda explicitly state the core W0 headline is untouched by this retraction.
B1164_cc_masterplan	main	SUPERSEDED_UNMARKED	The arc's title itself ('the observer freedom is 2 discrete + 1 continuous bits (all archimedean)') and its FINDINGS.md §E body text assert 'everything the observer supplies is archimedean data' as the arc's convergent finding, but this arc's own ADDENDUM_price_reconciliation.md (filed the same day, 2026-08-26) states explicitly 'WITHDRAW all archimedean. The observer supplies closings at both places' and 'B1164's headline thesis... is falsified as stated' by a finite-place VEV closing cc3 found was missed. The main FINDINGS.md file is never edited to remove or hedge the retracted claim, per house discipline of append-only addenda, so a reader who stops at the title or §E would carry the retracted claim forward unaware.
B1175_charter_close_harvest	frontier/B1175_charter_close_harvest	SUPERSEDED_UNMARKED	FINDINGS.md line 4 and arc_verdict.json still assert `verification/reproduce.sh` → `REPRODUCES`, but the currently committed reproduce.sh (corrected by B1215's honesty pass) explicitly prints 'RECORD', not 'REPRODUCES', and states it re-runs nothing. FINDINGS.md/arc_verdict.json were never updated to match the corrected script's actual output.
B1186_family_is_112	frontier/B1186_family_is_112	SUPERSEDED_UNMARKED	"FINDINGS.md line 44 ('Amphichirality strengthens a third time: 112/112') is directly contradicted by this same directory's own 2026-09-01 addendum ('amphichirality 112/112 is false; the true count is 38/112' — the instrument was orientation-blind and returns True on every input). The original FINDINGS.md was left unedited per the addendum's own note ('Original FINDINGS.md left unedited'), and reproduce.sh's committed assertion `d[""amphichirality_failures""] == []` still encodes the false claim and would still pass."
B1192_close_loop_batch4	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still asserts unqualified that X0's action on both spectral fields shows 'the class restricts to c', but this arc's own ADDENDUM 1 (appended to FINDINGS.md) proves that exact clause is a mathematically-automatic (MB12-vacuous) fact about any hyperbolic anti-conjugator, hence non-discriminating; the verdict json was not revised.
B1196_close_loop_batch5b	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still states, unqualified, that the three-regime dichotomy explains why sigma AND lambda are anchors on the SAME (non-normalizable) side; this arc's own dated ADDENDUM (2026-08-30) documents that GC-27's actual verdict is PARTIAL, places sigma and lambda on OPPOSITE sides, and that lambda fails the theorem's first hypothesis entirely -- 'the summary is wrong in the direction that makes the record look more finished'. The verdict json was never edited to match.
B1198_lee_motives_retrieval	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still states as the headline retrieved fact that the tangential base point is 'NOT canonical' and that 'the outside chooses the marking' -- but this arc's own same-batch ADDENDUM_corrected_B1201.md withdraws this exact claim for the object in question (4_1: the admissible vector is unique, |a1|=1 at all four ideal points). The verdict json's claim_one_line was never edited to reflect the withdrawal; a reader of arc_verdict.json alone would carry the retracted claim forward.
B1210_paper_spine_sweep	main	SUPERSEDED_UNMARKED	Checked: the ADDENDUM correctly marks the arc's own pool criterion as superseded by B1213, so this is NOT an instance of the flag -- recorded here to note the check was made, not to raise it.
B1220_campaign_premise_audit	main	SUPERSEDED_UNMARKED	The arc's own dated ADDENDUM (same file set, 2026-08-30) explicitly retracts the FINDINGS.md/arc_verdict.json Cell-1 statement that lambda's gate is merely 'written but unsatisfied' -- the addendum reports B1195/GC-22 (PROVED) already places lambda EXTERNAL BY THEOREM via an exact constructive exclusion. But arc_verdict.json's claim_one_line was never updated: it still ends with 'lambda needs a (T,G) pair read off D (the gate is written; nothing satisfies it yet)', with no reference to the addendum or its stronger conclusion. A reader of the verdict alone (not the addendum) gets the superseded, weaker claim.
B1221_global_form_path_independence	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line was not updated after the addendum: it still states the Z_6 result unconditionally ('kernel on the 27 = order 6 ... Z6 EXACTLY') without the addendum's caveat that this holds only at the primitive (or unit-rescaled) hypercharge normalisation, which the programme's own no-go theorem (B991/B864, hypercharge normalisation not derivable in principle) means is a convention, not forced.
B1222_symmetry_vanishing_thesis	main	SUPERSEDED_UNMARKED	The arc's own dated ADDENDUM retracts the decisive-test conclusion outright ('What is retracted: that the decisive test refuted it. The test did not address it' -- because H1-torsion is not a quantity the thesis mentions; the correct decisive test, re-run in the sibling arc B1224 on Chern-Simons, instead SUPPORTS the mechanism at ~200x the predicted direction). Despite this, arc_verdict.json's claim_one_line is unchanged and still asserts 'a thesis failing its decisive test at +0.50 against a predicted negative is refuted, not partially confirmed' with no mention of the addendum's retraction.
B1230_consistency_campaign_run1	main	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line still asserts C-5b's 'restriction-free' recovery ('the object's own arithmetic selects E6 alone') as the arc's stronger, corrected headline, and c5b_results.json still carries 'b1229_headline_support_restated': true, even though the arc's own same-day ADDENDUM_2026-09-01_C5b_IS_NOT_RESTRICTION_FREE.md explicitly withdraws exactly this claim as an unearned identification 'of the same species as B1228's retracted nomination'.
B8068_j2t_charge_field	paper/structure-genesis-first	SUPERSEDED_UNMARKED	CELL_ITEM1_FINDINGS.md's own body text (below its added warning box) still narrates the original 254/254 su(5)-not-real claim as the finding, with the corrective note only in a header box saying the conclusion (but not the argument) survives per B8073 -- B8073 itself is outside this packet and not independently verified by this reader.
B8075_rung_spectrum_audit	paper/structure-genesis-first	SUPERSEDED_UNMARKED	this arc's own results.json explicitly frames its 16-subset table as a sample ('a full subspace sweep of C would only ADD values'), and it is later shown by B8078/B8079 to have been an under-sample (three of eleven attainable values found, not all eleven). B8075 itself has no verdict/arc_verdict.json marking it superseded -- the correction lives only in the later arcs' files, and this directory carries no ADDENDUM or pointer forward.
B8094_L173_anchors	paper/structure-genesis-first	SUPERSEDED_UNMARKED	results.json's 'precision_figures_extracted' field contains an inline note dated 2026-08-27 ('COMPLETED BY B8146… as a NEGATIVE: the anchor literature reports no error bars… mode identification is QUALITATIVE, not a count') that updates/answers an item FINDINGS.md and arc_verdict.json still describe as simply 'NOT extracted' / open and owed — the summary-level claim-of-record files were not revised to reflect this later resolution, so a reader of FINDINGS.md/arc_verdict.json alone would not know the precision-figures question was later closed (as a negative) by a different arc.
B8098_L1_verified	unknown (packet did not surface a source hash)	SUPERSEDED_UNMARKED	The arc itself states the target defect: 'm004 is THE selected object' is banked (elsewhere in the corpus) wider than what was proved ('m004 extremal along m=1..7'); this arc computationally narrows two of five criteria but the digest packet gives no evidence the original overclaiming banked statement was itself corrected/retracted in its home document -- only that this arc 'measures the gap' without reopening L1.
B8134_codex_branch_stale_claim	paper/structure-genesis-first	SUPERSEDED_UNMARKED	the arc's own claim_one_line in arc_verdict.json begins with a bracketed '[CORRECTED 2026-08-26 ...]' notice and the FINDINGS.md 'Verdict' section is itself the corrected text — i.e. the correction is embedded inline in the sole claim_of_record rather than as a separate superseding document; this is handled reasonably (no stale uncorrected copy found in the digest sample) but is the same file serving as both the original claim and its own retraction, which is fragile bookkeeping
B8142_residue2_bridge	paper/structure-genesis-first	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line and verdict ('PROVED') were never updated after FINDINGS.md's same-day CORRECTED banner refuted the reflection formula's antecedent and withdrew its three numeric predictions; a reader consulting only arc_verdict.json (the claim-of-record file) would not learn of the retraction.
B8143_anomaly_lane	paper/structure-genesis-first	SUPERSEDED_UNMARKED	arc_verdict.json's claim_one_line is the pre-correction claim ('the SM is NOT the minimal rigid chiral content', 13-state witness) verbatim, unedited after FINDINGS.md's own CORRECTED banner retracted exactly this claim in the same arc; a downstream reader of arc_verdict.json alone gets the withdrawn conclusion.
tierB_opening	audit/b775-braver-questions	SUPERSEDED_UNMARKED	P0-0_GENERICITY_CONTROL.md's own body text in §4 still contains the original closure clause ('closes for good') inline in the document even though a same-day owner-caught correction banner at the top of the file explicitly withdraws it and says 'The sentence was unsupported and is struck.' The struck sentence is not actually removed/struck-through in the body -- it must be located and manually discounted by the reader following the correction banner's pointer. This is a soft case (the correction is prominent and dated, but the older text remains literally present in §4 rather than being edited out or visibly struck).
